Reaction,LowerBound,UpperBound,width,iswidthzero,arebothboundszero,isnotreversible
MTAN,0,0.0478513872,0.0478513872,0,0,1
MTHFC,-0.3308748294,0.918535811,1.2494106404,0,0,0
MTHFD,-0.3308748294,0.918535811,1.2494106404,0,0,0
MTHFR2,0,0.0478513872,0.0478513872,0,0,1
MTHTHFSs,0,0.0608574333,0.0608574333,0,0,1
MTRPOX,0,0,0,1,1,1
N2Otex,0,0,0,1,1,1
N2Otpp,0,0,0,1,1,1
NACODA,0,0.0957027744,0.0957027744,0,0,1
NACtex,0,0,0,1,1,1
NACtpp,0,0,0,1,1,1
NADDP,0,3.3497763078,3.3497763078,0,0,1
NADH10,0,2.2550375793,2.2550375793,0,0,1
NADH16pp,-9.86150683216655E-14,0.6272522522,0.6272522522,0,0,0
NADH17pp,0,2.2550375793,2.2550375793,0,0,1
NADH18pp,0,0.6361159346,0.6361159346,0,0,1
NADH5,-1.05479385524576E-11,0.919,0.919,0,0,0
NADH9,0,0.6346493002,0.6346493002,0,0,1
NADK,2.20507848302351E-16,3.3497763078,3.3497763078,0,0,1
NADN,1.95644719106012E-17,0.837444077,0.837444077,0,0,1
NADPHQR2,0,2.2550375793,2.2550375793,0,0,1
NADPHQR3,0,2.2550375793,2.2550375793,0,0,1
NADPHQR4,0,0.619238886,0.619238886,0,0,1
NADPPPS,0,3.3497763078,3.3497763078,0,0,1
NADS1,2.62141211726114E-16,1.6748881539,1.6748881539,0,0,1
NADTRHD,-3.14128402467303E-08,0.5676432412,0.5676432726,0,0,0
NAMNPP,0,0.837444077,0.837444077,0,0,1
NAt3_1p5pp,0,14.78173536,14.78173536,0,0,1
NAt3_2pp,0,14.78173536,14.78173536,0,0,1
NAt3pp,0,1000,1000,0,0,1
NAtex,0,-2.27373675443232E-13,-2.27373675443232E-13,0,0,1
NDPK1,-1000,6.7698419741,1006.7698419741,0,0,0
NDPK2,4.52128699134088E-14,3.3497763078,3.3497763078,0,0,1
NDPK3,-1.1165920959,3.3497763078,4.4663684037,0,0,0
NDPK4,0,3.3497763078,3.3497763078,0,0,1
NDPK5,-0.0608574333,3.3497763078,3.4106337411,0,0,0
NDPK6,0,0.0608574333,0.0608574333,0,0,1
NDPK7,-0.0608574333,3.3497763078,3.4106337411,0,0,0
NDPK8,-0.0608574333,3.3497763078,3.4106337411,0,0,0
NH4tex,-5.4653813701998E-13,1.2116531969,1.2116531969,0,0,0
NH4tpp,-1.57308290109978E-12,3.4440377873,3.4440377873,0,0,0
NHFRBO,0,0,0,1,1,1
NI2abcpp,0,3.3497763078,3.3497763078,0,0,1
NI2t3pp,0,14.78173536,14.78173536,0,0,1
NI2tex,0,0.000006496,0.000006496,0,0,1
NI2tpp,0,14.78173536,14.78173536,0,0,1
NI2uabcpp,0,3.1997476669,3.1997476669,0,0,1
NMNAT,0,3.3497763078,3.3497763078,0,0,1
NMNDA,0,1.6748881539,1.6748881539,0,0,1
NMNN,0,0.837444077,0.837444077,0,0,1
NMNPtpp,0,0,0,1,1,1
NMNt7pp,0,0,0,1,1,1
NMNtex,-2.01948391736578E-28,0,2.01948391736578E-28,0,0,1
NNAM,0,0.837444077,0.837444077,0,0,1
NNATr,5.60150317671515E-16,1.6748881539,1.6748881539,0,0,1
NNDMBRT,0,0,0,1,1,1
NNDPR,5.60150317671515E-16,4.76867720806949E-05,4.76867720801347E-05,0,0,1
NO2t2rpp,0,0,0,1,1,1
NO2tex,0,0,0,1,1,1
NO3R1bpp,0,1.52821559289166E-29,1.52821559289166E-29,0,0,1
NO3R1pp,0,-4.44286461545031E-27,-4.44286461545031E-27,0,0,1
NO3R2bpp,0,-4.44286461545032E-27,-4.44286461545032E-27,0,0,1
NO3R2pp,0,-4.44286461545031E-27,-4.44286461545031E-27,0,0,1
NO3t7pp,0,0,0,1,1,1
NO3tex,0,0,0,1,1,1
NODOx,0,-2.32240650497066E-27,-2.32240650497066E-27,0,0,1
NODOy,0,-2.32240650497066E-27,-2.32240650497066E-27,0,0,1
NOVBCNtex,0,14.78173536,14.78173536,0,0,1
NOVBCNtpp,0,14.78173536,14.78173536,0,0,1
NOtex,0,0,0,1,1,1
NOtpp,0,0,0,1,1,1
NTD1,0,3.3497763078,3.3497763078,0,0,1
NTD10,0,3.3497763078,3.3497763078,0,0,1
NTD10pp,0,0,0,1,1,1
NTD11,0,3.3497763078,3.3497763078,0,0,1
NTD11pp,0,0,0,1,1,1
NTD12,0,0.0608574333,0.0608574333,0,0,1
NTD12pp,0,0,0,1,1,1
NTD1pp,0,0,0,1,1,1
NTD2,0,3.3497763078,3.3497763078,0,0,1
NTD2pp,0,0,0,1,1,1
NTD3,0,0.0608574333,0.0608574333,0,0,1
NTD3pp,0,0,0,1,1,1
NTD4,-8.32667268468867E-17,3.3497763078,3.3497763078,0,0,0
NTD4pp,0,0,0,1,1,1
NTD5,0,3.3497763078,3.3497763078,0,0,1
NTD5pp,0,0,0,1,1,1
NTD6,0,0.0608574333,0.0608574333,0,0,1
NTD6pp,0,0,0,1,1,1
NTD7,0,3.3497763078,3.3497763078,0,0,1
NTD7pp,0,0,0,1,1,1
NTD8,0,0.0608574333,0.0608574333,0,0,1
NTD8pp,0,0,0,1,1,1
NTD9,0,3.3497763078,3.3497763078,0,0,1
NTD9pp,0,0,0,1,1,1
NTP1,0,3.3497763078,3.3497763078,0,0,1
NTP10,0,3.3497763078,3.3497763078,0,0,1
NTP11,0,0,0,1,1,1
NTP12,0,0,0,1,1,1
NTP3,0,3.3497763078,3.3497763078,0,0,1
NTP3pp,0,0,0,1,1,1
NTP5,0,3.3497763078,3.3497763078,0,0,1
NTPP1,0,3.3497763078,3.3497763078,0,0,1
NTPP10,0,0.0608574333,0.0608574333,0,0,1
NTPP11,0,1.1165921026,1.1165921026,0,0,1
NTPP2,0,3.3497763078,3.3497763078,0,0,1
NTPP3,0,3.3497763078,3.3497763078,0,0,1
NTPP4,0,3.3497763078,3.3497763078,0,0,1
NTPP5,0,3.3497763078,3.3497763078,0,0,1
NTPP6,0,3.3497763078,3.3497763078,0,0,1
NTPP7,0,3.3497763078,3.3497763078,0,0,1
NTPP8,0,3.3497763078,3.3497763078,0,0,1
NTPP9,0,0.5755059102,0.5755059102,0,0,1
NTPTP1,0,0.0608574333,0.0608574333,0,0,1
NTPTP2,0,3.3497763078,3.3497763078,0,0,1
NTRIR2x,0,0,0,1,1,1
NTRIR3pp,0,0,0,1,1,1
NTRIR4pp,0,0,0,1,1,1
O16A4COLIPAabctex,0,0,0,1,1,1
O16A4Lpp,0,0,0,1,1,1
O16AP1pp,0,0,0,1,1,1
O16AP2pp,0,0,0,1,1,1
O16AP3pp,0,0,0,1,1,1
O16AT,0,0,0,1,1,1
O16AUNDtpp,0,0,0,1,1,1
O16GALFT,0,0,0,1,1,1
O16GLCT1,0,0,0,1,1,1
O16GLCT2,0,0,0,1,1,1
O2Stex,0,0,0,1,1,1
O2tex,-3.42263918790655E-13,251.38,251.38,0,0,0
O2tpp,-3.4226637260657E-13,1.38,1.38,0,0,0
OAADC,0,0.7200660732,0.7200660732,0,0,1
OBTFL,0,0.3509023721,0.3509023721,0,0,1
OCBT,0,0.0957027744,0.0957027744,0,0,1
OCDCAtexi,0,3.50324616081204E-46,3.50324616081204E-46,0,0,1
OCDCEAtexi,0,0,0,1,1,1
OCTAtex,0,0,0,1,1,1
OCTDPS,0,1.3998442532573E-05,1.3998442532573E-05,0,0,1
OCTNLL,0,6.27732848992302E-08,6.27732848992302E-08,0,0,1
OGMEACPD,0,4.1848856599698E-08,4.1848856599698E-08,0,0,1
OGMEACPR,0,4.1848856599698E-08,4.1848856599698E-08,0,0,1
OGMEACPS,0,4.1848856599698E-08,4.1848856599698E-08,0,0,1
OHPBAT,-1.87575311379018E-34,4.66614751085769E-06,4.66614751085769E-06,0,0,0
OHPHM,0,4.66614751085762E-06,4.66614751085762E-06,0,0,1
OMBZLM,0,4.66614751085762E-06,4.66614751085762E-06,0,0,1
OMCDC,-3.78961850273097E-31,0.1778805495,0.1778805495,0,0,0
OMMBLHX,0,4.66614751077414E-06,4.66614751077414E-06,0,0,1
OMMBLHX3,0,4.66614751077414E-06,4.66614751077414E-06,0,0,1
OMPDC,-2.78246525235975E-31,0.4182179446,0.4182179446,0,0,0
OMPHHX,0,4.66614751016664E-06,4.66614751016664E-06,0,0,1
OMPHHX3,0,4.66614751016212E-06,4.66614751016212E-06,0,0,1
OP4ENH,1.21169035041947E-27,0,-1.21169035041947E-27,0,0,1
OPHBDC,-3.4559118998543E-31,4.6661475101686E-06,4.6661475101686E-06,0,0,0
OPHHX,0,4.6661475101686E-06,4.6661475101686E-06,0,0,1
OPHHX3,0,4.66614751016212E-06,4.66614751016212E-06,0,0,1
OPMEACPD,-3.99428779603348E-28,4.1848856593376E-08,4.1848856593376E-08,0,0,0
OPMEACPR,-3.99428779603348E-28,4.1848856593376E-08,4.1848856593376E-08,0,0,0
OPMEACPS,-3.99428779603348E-28,4.1848856593376E-08,4.1848856593376E-08,0,0,0
ORNDC,0,0.0957027744,0.0957027744,0,0,1
ORNabcpp,0,3.1997476669,3.1997476669,0,0,1
ORNtex,-0.0957027744,0,0.0957027744,0,0,1
OROTt2_2pp,0,0,0,1,1,1
OROTtex,-5.91645678915894E-30,0,5.91645678915894E-30,0,0,1
ORPT,-0.4182179432,0,0.4182179432,0,0,1
OXAMTC,0,0.3274559075,0.3274559075,0,0,1
OXCDC,0,0,0,1,1,1
OXCOAHDH,0,0,0,1,1,1
OXDHCOAT,0,0,0,1,1,1
P5CD,0,3.0355661239,3.0355661239,0,0,1
P5CR,0,1.2886157289,1.2886157289,0,0,1
PA120abcpp,0,1.121361453,1.121361453,0,0,1
PA140abcpp,0,1.121361453,1.121361453,0,0,1
PA141abcpp,0,1.121361453,1.121361453,0,0,1
PA160abcpp,0,1.121361453,1.121361453,0,0,1
PA161abcpp,0,1.121361453,1.121361453,0,0,1
PA180abcpp,0,1.121361453,1.121361453,0,0,1
PA181abcpp,0,1.121361453,1.121361453,0,0,1
PACALDt2rpp,0,0,0,1,1,1
PACALDtex,0,0,0,1,1,1
PACCOAE,0,0,0,1,1,1
PACCOAL,0,0,0,1,1,1
PANTS,0,1.20524707318055E-05,1.20524707318055E-05,0,0,1
PAPA120,0,3.3497763078,3.3497763078,0,0,1
PAPA120pp,0,1.121361453,1.121361453,0,0,1
PAPA140,0,3.3497763078,3.3497763078,0,0,1
PAPA140pp,0,1.121361453,1.121361453,0,0,1
PAPA141,0,3.3497763078,3.3497763078,0,0,1
PAPA141pp,0,1.121361453,1.121361453,0,0,1
PAPA160,0,3.3497763078,3.3497763078,0,0,1
PAPA160pp,0,1.121361453,1.121361453,0,0,1
PAPA161,0,3.3497763078,3.3497763078,0,0,1
PAPA161pp,0,1.121361453,1.121361453,0,0,1
PAPA180,0,3.3497763078,3.3497763078,0,0,1
PAPA180pp,0,1.121361453,1.121361453,0,0,1
PAPA181,0,3.3497763078,3.3497763078,0,0,1
PAPA181pp,0,1.121361453,1.121361453,0,0,1
PAPPT3,0,0.1071147496,0.1071147496,0,0,1
PAPSR,0,0.4607264417,0.4607264417,0,0,1
PAPSR2,0,0.4607264417,0.4607264417,0,0,1
PDE1,-1.87E-32,0.0088019316,0.0088019316,0,0,0
PDE4,0,0.0088207221,0.0088207221,0,0,1
PDH,-1.20032311136812E-13,0.6274311024,0.6274311024,0,0,0
PDX5PO2,0,4.66614751089991E-06,4.66614751089991E-06,0,0,1
PDX5POi,0,4.66614751069756E-06,4.66614751069756E-06,0,0,1
PDX5PS,0,4.66614751070322E-06,4.66614751070322E-06,0,0,1
PDXPP,0,3.3497763078,3.3497763078,0,0,1
PE120abcpp,0,1.1165921026,1.1165921026,0,0,1
PE140abcpp,0,1.1165921026,1.1165921026,0,0,1
PE141abcpp,0,1.1165921026,1.1165921026,0,0,1
PE160abcpp,0,1.1165921026,1.1165921026,0,0,1
PE161abcpp,0,1.1165921026,1.1165921026,0,0,1
PE180abcpp,1.17361024522005E-17,1.1165921026,1.1165921026,0,0,1
PE181abcpp,0,1.1165921026,1.1165921026,0,0,1
PEAMNOpp,0,0,0,1,1,1
PEAMNtex,0,0,0,1,1,1
PERD,0,4.66614751070694E-06,4.66614751070694E-06,0,0,1
PETNT161pp,0,0.0064666667,0.0064666667,0,0,1
PETNT181pp,0,0.0064666667,0.0064666667,0,0,1
PFK,-2.71515684935331E-09,0.2289434382,0.2289434409,0,0,0
PFK_2,0,0,0,1,1,1
PFK_3,0,0.0641761914,0.0641761914,0,0,1
PFL,0,2.2550375793,2.2550375793,0,0,1
PG120abcpp,0,1.1165921026,1.1165921026,0,0,1
PG140abcpp,0,1.1165921026,1.1165921026,0,0,1
PG141abcpp,0,1.1165921026,1.1165921026,0,0,1
PG160abcpp,0,1.1165921026,1.1165921026,0,0,1
PG161abcpp,0,1.1165921026,1.1165921026,0,0,1
PG180abcpp,0,1.1165921026,1.1165921026,0,0,1
PG181abcpp,0,1.1165921026,1.1165921026,0,0,1
PGAMT,-0.2142294986,0,0.2142294986,0,0,1
PGCD,0,0.6046131674,0.6046131674,0,0,1
PGI,-0.1081622459,0.2260424457,0.3342046916,0,0,0
PGK,-0.4579513402,2.89171554764465E-17,0.4579513402,0,0,0
PGL,-9.88126568715899E-22,0.2202250418,0.2202250418,0,0,0
PGLYCP,0,0,0,1,1,1
PGM,-0.4581898116,1.9991311055394E-19,0.4581898116,0,0,0
PGMT,-3.3497762878,0,3.3497762878,0,0,1
PGP120abcpp,0,0.5606807265,0.5606807265,0,0,1
PGP140abcpp,0,0.5606807265,0.5606807265,0,0,1
PGP141abcpp,0,0.5606807265,0.5606807265,0,0,1
PGP160abcpp,0,0.5606807265,0.5606807265,0,0,1
PGP161abcpp,0,0.5606807265,0.5606807265,0,0,1
PGP180abcpp,0,0.5606807265,0.5606807265,0,0,1
PGP181abcpp,0,0.5606807265,0.5606807265,0,0,1
PGPP120,0,0.6728168718,0.6728168718,0,0,1
PGPP120pp,0,0.5606807265,0.5606807265,0,0,1
PGPP140,0,0.6728168718,0.6728168718,0,0,1
PGPP140pp,0,0.5606807265,0.5606807265,0,0,1
PGPP141,0,0.6728168718,0.6728168718,0,0,1
PGPP141pp,0,0.5606807265,0.5606807265,0,0,1
PGPP160,0,0.6728168718,0.6728168718,0,0,1
PGPP160pp,0,0.5606807265,0.5606807265,0,0,1
PGPP161,0,0.6728168718,0.6728168718,0,0,1
PGPP161pp,0,0.5606807265,0.5606807265,0,0,1
PGPP180,0,0.6728168718,0.6728168718,0,0,1
PGPP180pp,0,0.5606807265,0.5606807265,0,0,1
PGPP181,0,0.6728168718,0.6728168718,0,0,1
PGPP181pp,0,0.5606807265,0.5606807265,0,0,1
PGSA120,0,0.6728168718,0.6728168718,0,0,1
PGSA140,-1.74443020782057E-24,0.6728168718,0.6728168718,0,0,0
PGSA141,-6.84670876354962E-30,0.6728168718,0.6728168718,0,0,0
PGSA160,0,0.6728168718,0.6728168718,0,0,1
PGSA161,4.42379942784736E-24,0.6728168718,0.6728168718,0,0,1
PGSA180,0,0.6728168718,0.6728168718,0,0,1
PGSA181,0,0.6728168718,0.6728168718,0,0,1
PHEMEabcpp,0,0.0272317829,0.0272317829,0,0,1
PHEMEtiex,0,0.0272317829,0.0272317829,0,0,1
PHETA1,-0.0714869876,0,0.0714869876,0,0,1
PHETRS,0,0,0,1,1,1
PHEt2rpp,-0.0714869876,0,0.0714869876,0,0,1
PHEtex,-0.0714869876,0,0.0714869876,0,0,1
PHYTSpp,8.41451632235746E-30,4.62592926926728E-18,4.62592926925887E-18,0,0,1
PIt2rpp,-0.2238139449,0.0143080512,0.2381219961,0,0,0
PItex,4.84387079161963E-13,0.0194,0.0194,0,0,1
PIuabcpp,0,1.2658013992,1.2658013992,0,0,1
PLIPA1A120pp,0,0.8301770604,0.8301770604,0,0,1
PLIPA1A140pp,0,0.8301770604,0.8301770604,0,0,1
PLIPA1A141pp,0,0.8301770604,0.8301770604,0,0,1
PLIPA1A160pp,0,0.8301770604,0.8301770604,0,0,1
PLIPA1A161pp,0,0.8301770604,0.8301770604,0,0,1
PLIPA1A180pp,0,0.8301770604,0.8301770604,0,0,1
PLIPA1A181pp,0,0.8301770604,0.8301770604,0,0,1
PLIPA1E120pp,0,1.1165921026,1.1165921026,0,0,1
PLIPA1E140pp,0,1.1165921026,1.1165921026,0,0,1
PLIPA1E141pp,0,1.1165921026,1.1165921026,0,0,1
PLIPA1E160pp,0,1.1165921026,1.1165921026,0,0,1
PLIPA1E161pp,0,1.1165921026,1.1165921026,0,0,1
PLIPA1E180pp,0,1.1165921026,1.1165921026,0,0,1
PLIPA1E181pp,0,1.1165921026,1.1165921026,0,0,1
PLIPA1G120pp,0,1.1165921026,1.1165921026,0,0,1
PLIPA1G140pp,0,1.1165921026,1.1165921026,0,0,1
PLIPA1G141pp,0,1.1165921026,1.1165921026,0,0,1
PLIPA1G160pp,0,1.1165921026,1.1165921026,0,0,1
PLIPA1G161pp,0,1.1165921026,1.1165921026,0,0,1
PLIPA1G180pp,0,1.1165921026,1.1165921026,0,0,1
PLIPA1G181pp,0,1.1165921026,1.1165921026,0,0,1
PLIPA2A120pp,0,0.5606807265,0.5606807265,0,0,1
PLIPA2A140pp,0,0.5606807265,0.5606807265,0,0,1
PLIPA2A141pp,0,0.5606807265,0.5606807265,0,0,1
PLIPA2A160pp,0,0.5606807265,0.5606807265,0,0,1
PLIPA2A161pp,0,0.5606807265,0.5606807265,0,0,1
PLIPA2A180pp,0,0.5606807265,0.5606807265,0,0,1
PLIPA2A181pp,0,0.5606807265,0.5606807265,0,0,1
PLIPA2E120pp,0,0.4172955356,0.4172955356,0,0,1
PLIPA2E140pp,0,0.4172955356,0.4172955356,0,0,1
PLIPA2E141pp,0,0.4172955356,0.4172955356,0,0,1
PLIPA2E160pp,0,0.4172955356,0.4172955356,0,0,1
PLIPA2E161pp,0,0.4172955356,0.4172955356,0,0,1
PLIPA2E180pp,0,0.4172955356,0.4172955356,0,0,1
PLIPA2E181pp,0,0.4172955356,0.4172955356,0,0,1
PLIPA2G120pp,0,0.4205105449,0.4205105449,0,0,1
PLIPA2G140pp,0,0.4205105449,0.4205105449,0,0,1
PLIPA2G141pp,-3.59623120725595E-29,0.4205105449,0.4205105449,0,0,0
PLIPA2G160pp,0,0.4205105449,0.4205105449,0,0,1
PLIPA2G161pp,0,0.4205105449,0.4205105449,0,0,1
PLIPA2G180pp,0,0.4205105449,0.4205105449,0,0,1
PLIPA2G181pp,-1.06342147809286E-29,0.4205105449,0.4205105449,0,0,0
PMANM,-3.3497762878,0,3.3497762878,0,0,1
PMDPHT,0,9.33229502175556E-06,9.33229502175556E-06,0,0,1
PMEACPE,0,4.18488565998057E-08,4.18488565998057E-08,0,0,1
PMPK,0,3.3497763078,3.3497763078,0,0,1
PNTK,-2.77555756156289E-17,1.20524707560876E-05,1.20524707561154E-05,0,0,0
PNTOt4pp,0,0,0,1,1,1
PNTOtex,0,0,0,1,1,1
POAACR,0,0.2951618703,0.2951618703,0,0,1
POR5,-2.5897290274,0.0608574333,2.6505864607,0,0,0
POX,0,0.0957027744,0.0957027744,0,0,1
PPA,0,3.3497763078,3.3497763078,0,0,1
PPA2,0,3.3497763078,3.3497763078,0,0,1
PPAKr,0,1000,1000,0,0,1
PPALtex,0,0,0,1,1,1
PPALtpp,0,0,0,1,1,1
PPAt4pp,0,0,0,1,1,1
PPAtex,0,0,0,1,1,1
PPBNGS,0,0.1089271314,0.1089271314,0,0,1
PPC,-8.35E-20,1.3114359677,1.3114359677,0,0,0
PPCDC,0,1.20524708444158E-05,1.20524708444158E-05,0,0,1
PPCK,-0.2248076195,1.604175622,1.8289832415,0,0,0
PPCSCT,0,1.014465056,1.014465056,0,0,1
PPGPPDP,0,3.3497763078,3.3497763078,0,0,1
PPK2r,-3.3497762878,3.3497763078,6.6995525956,0,0,0
PPKr,-1000,3.3497763279,1003.3497763279,0,0,0
PPM,-1000,3.3497763078,1003.3497763078,0,0,0
PPM2,0,0.0608574333,0.0608574333,0,0,1
PPNCL2,0,1.20524707065247E-05,1.20524707065247E-05,0,0,1
PPND,0,0.0714869876,0.0714869876,0,0,1
PPNDH,0,0.0714869876,0.0714869876,0,0,1
PPPGO,0,0.0272317829,0.0272317829,0,0,1
PPPGO3,0,0.0272317829,0.0272317829,0,0,1
PPPNDO,0,0,0,1,1,1
PPPNt2rpp,0,0,0,1,1,1
PPPNtex,0,0,0,1,1,1
PPS,-9.42E-17,0.000584,0.000584,0,0,0
PPTHpp,0,0,0,1,1,1
PPTtex,0,0,0,1,1,1
PRAGSr,0,0.343546031,0.343546031,0,0,1
PRAIS,0,0.343546031,0.343546031,0,0,1
PRAIi,0,0.0357434938,0.0357434938,0,0,1
PRAMPC,0,0.0608574333,0.0608574333,0,0,1
PRASCSi,0,0.343546031,0.343546031,0,0,1
PRATPP,0,0.0608574333,0.0608574333,0,0,1
PRFGS,0,0.343546031,0.343546031,0,0,1
PRMICI,0,0.0608574333,0.0608574333,0,0,1
PROD2,0,1.2886157289,1.2886157289,0,0,1
PROGLYabcpp,0,0,0,1,1,1
PROGLYtex,0,0,0,1,1,1
PROTRS,0,0,0,1,1,1
PROabcpp,0,3.3497763078,3.3497763078,0,0,1
PROt2rpp,-1000,0,1000,0,0,1
PROt4pp,0,1000,1000,0,0,1
PROtex,-0.2178542628,0,0.2178542628,0,0,1
PRPPS,-1000,3.3497763078,1003.3497763078,0,0,0
PSCLYSt2pp,0,0,0,1,1,1
PSCLYStex,0,0,0,1,1,1
PSCVT,0,0.0714869876,0.0714869876,0,0,1
PSD120,0,0.4833411131,0.4833411131,0,0,1
PSD140,0,0.4833411131,0.4833411131,0,0,1
PSD141,0,0.4833411131,0.4833411131,0,0,1
PSD160,0,0.4833411131,0.4833411131,0,0,1
PSD161,0,0.4833411131,0.4833411131,0,0,1
PSD180,0,0.4833411131,0.4833411131,0,0,1
PSD181,0,0.4833411131,0.4833411131,0,0,1
PSERT,0,0.6046131674,0.6046131674,0,0,1
PSERtex,0,0,0,1,1,1
PSP_L,0,0.6046131674,0.6046131674,0,0,1
PSP_Lpp,0,0,0,1,1,1
PSSA120,0,0.4833411131,0.4833411131,0,0,1
PSSA140,0,0.4833411131,0.4833411131,0,0,1
PSSA141,0,0.4833411131,0.4833411131,0,0,1
PSSA160,0,0.4833411131,0.4833411131,0,0,1
PSSA161,0,0.4833411131,0.4833411131,0,0,1
PSSA180,0,0.4833411131,0.4833411131,0,0,1
PSSA181,0,0.4833411131,0.4833411131,0,0,1
PTA2,0,1000,1000,0,0,1
PTAr,-4.27061589169374E-16,0.0702811486,0.0702811486,0,0,0
PTHRpp,0,0,0,1,1,1
PTPATi,1.11022302462516E-16,1.2052470863453E-05,1.2052470863342E-05,0,0,1
PTRCORNt7pp,-7.39086767,0,7.39086767,0,0,1
PTRCTA,0,0.0957027744,0.0957027744,0,0,1
PTRCabcpp,0,3.1997476669,3.1997476669,0,0,1
PTRCt2pp,0,7.39086768,7.39086768,0,0,1
PTRCtex,-0.0957027744,0,0.0957027744,0,0,1
PUNP1,-3.3497762878,3.3497763078,6.6995525956,0,0,0
PUNP2,-0.5755059088,0.0608574333,0.6363633421,0,0,0
PUNP3,-0.0608574333,3.3497763078,3.4106337411,0,0,0
PUNP4,3.61190112354919E-29,0.0608574333,0.0608574333,0,0,1
PUNP5,-3.3497762878,3.3497763078,6.6995525956,0,0,0
PUNP6,-2.52826006558989E-24,0.5755059102,0.5755059102,0,0,0
PUNP7,-3.3497762878,3.3497763078,6.6995525956,0,0,0
PYAM5PO,0,2.2550375793,2.2550375793,0,0,1
PYDAMK,-1.63285687682973E-24,3.3497763078,3.3497763078,0,0,0
PYDAMtex,-1.63285687682973E-24,0,1.63285687682973E-24,0,0,1
PYDAMtpp,0,0,0,1,1,1
PYDXK,0,3.3497763078,3.3497763078,0,0,1
PYDXNK,0,3.3497763078,3.3497763078,0,0,1
PYDXNtex,0,0,0,1,1,1
PYDXNtpp,0,0,0,1,1,1
PYDXPP,0,3.3497763078,3.3497763078,0,0,1
PYDXtex,0,0,0,1,1,1
PYDXtpp,0,0,0,1,1,1
PYK,-7.08856553815064E-19,0.4644138619,0.4644138619,0,0,0
PYNP2r,-3.3497762878,3.3497763078,6.6995525956,0,0,0
PYROX,0,0.2951618703,0.2951618703,0,0,1
PYRt2rpp,-0.5413658213,0,0.5413658213,0,0,1
PYRtex,-0.5413658213,0,0.5413658213,0,0,1
QMO2,0,0,0,1,1,1
QMO3,0,0,0,1,1,1
QUIN2tex,-0.0714869876,0,0.0714869876,0,0,1
QUIN2tpp,-0.0714869876,0,0.0714869876,0,0,1
QUINDH,-0.0714869876,0,0.0714869876,0,0,1
QULNS,0,4.76867726611137E-05,4.76867726611137E-05,0,0,1
R15BPK,0,1000,1000,0,0,1
R1PK,0,1000,1000,0,0,1
R5PP,0,3.3497763078,3.3497763078,0,0,1
R5PPpp,2.52435489670723E-29,0,-2.52435489670723E-29,0,0,1
R5Ptex,2.52435489670723E-29,0,-2.52435489670723E-29,0,0,1
RBFK,0,4.66614751061489E-06,4.66614751061489E-06,0,0,1
RBFSa,0,1.86645900424595E-05,1.86645900424595E-05,0,0,1
RBFSb,0,9.33229502122977E-06,9.33229502122977E-06,0,0,1
RBK,0,3.3497763078,3.3497763078,0,0,1
RBK_L1,0,0,0,1,1,1
RBP4E,0,0,0,1,1,1
REPHACCOAI,1.29266043823873E-18,0,-1.29266043823873E-18,0,0,1
RFAMPtex,0,14.78173536,14.78173536,0,0,1
RFAMPtpp,0,14.78173536,14.78173536,0,0,1
RHAT1,0,0.00485,0.00485,0,0,1
RHCCE,0,0.0608574333,0.0608574333,0,0,1
RIBabcpp,0,0,0,1,1,1
RIBtex,0,0,0,1,1,1
RMI,0,0,0,1,1,1
RMK,0,0,0,1,1,1
RMNtex,0,0,0,1,1,1
RMNtpp,0,0,0,1,1,1
RMPA,0,0,0,1,1,1
RNDR1,0,0.0608574333,0.0608574333,0,0,1
RNDR1b,0,0.0608574333,0.0608574333,0,0,1
RNDR2,0,0.0608574333,0.0608574333,0,0,1
RNDR2b,0,0.0608574333,0.0608574333,0,0,1
RNDR3,0,0.0608574333,0.0608574333,0,0,1
RNDR3b,0,0.0608574333,0.0608574333,0,0,1
RNDR4,0,0.0608574333,0.0608574333,0,0,1
RNDR4b,0,0.0608574333,0.0608574333,0,0,1
RNTR1c2,0,0.0608574333,0.0608574333,0,0,1
RNTR2c2,0,0.0608574333,0.0608574333,0,0,1
RNTR3c2,0,0.0608574333,0.0608574333,0,0,1
RNTR4c2,0,0.0608574333,0.0608574333,0,0,1
RPE,-0.0008363256,0.121713925,0.1225502506,0,0,0
RPI,-0.0608569625,4.70838017456048E-07,0.0608574333,0,0,0
RZ5PP,0,0,0,1,1,1
S2FE2SR,0,4.18488565840975E-08,4.18488565840975E-08,0,0,1
S2FE2SS,-0.000000016,5.75183670984754E-06,5.76783670984754E-06,0,0,0
S2FE2SS2,-1.65436122510606E-24,0.000005252,0.000005252,0,0,0
S2FE2ST,0,5.63116878444383E-07,5.63116878444383E-07,0,0,1
S4FE4SR,0,0.000005252,0.000005252,0,0,1
S4FE4ST,-4.2351647362715E-22,0.000005252,0.000005252,0,0,0
S7PI,0,0.0194,0.0194,0,0,1
SADH,0,0.0957027744,0.0957027744,0,0,1
SADT2,-1.97385007858083E-18,0.4607264417,0.4607264417,0,0,0
SARCOX,0,0,0,1,1,1
SBTPD,0,0,0,1,1,1
SBTptspp,0,0,0,1,1,1
SBTtex,0,0,0,1,1,1
SCYSDS,0,2.20017809912764E-05,2.20017809912764E-05,0,0,1
SDPDS,0,0.186574928,0.186574928,0,0,1
